"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","ERA-","FIP-"
"1961","LAD","89","65","35","393","154","1378.1","7.22","3.55","1.09",".289","72.8%","","","","4.04","","3.83","","17.7","96","93"
"1962","WAS","60","101","13","428","162","1445.0","4.80","3.69","0.94",".267","72.0%","","","","4.04","","4.18","","12.8","102","102"
"1980","TEX","76","85","25","418","163","1451.2","5.52","3.22","0.74",".304","70.0%","","","","4.04","","3.74","","17.1","104","96"
"2010","LAA","80","82","39","572","162","1449.1","7.02","3.51","0.92",".292","72.9%","42.6%","8.5%","92.6","4.04","","4.11","4.24","13.5","101","101"
"2004","MIN","92","70","48","597","162","1476.0","6.85","2.63","1.02",".302","72.9%","44.6%","10.2%","","4.04","","3.98","4.09","22.4","87","91"
"2011","DET","95","67","52","583","162","1440.0","6.97","3.08","0.93",".292","71.1%","44.5%","9.3%","94.0","4.04","","3.96","4.00","16.7","97","97"
"2007","CHC","85","77","39","640","162","1446.2","7.53","3.56","1.03",".281","73.6%","41.3%","9.6%","91.0","4.04","","4.36","4.36","17.7","88","96"
"1982","BOS","89","73","33","376","162","1453.0","5.05","2.96","0.96",".294","73.2%","","","","4.04","","4.04","","14.7","94","98"
"1923","CHW","69","85","11","282","156","1397.0","3.01","3.44","0.32",".288","66.7%","","","","4.05","","3.95","","13.7","103","100"
"1922","BRO","76","78","8","270","155","1385.2","3.24","3.18","0.48",".301","67.5%","","","","4.05","","4.12","","12.4","99","102"
"1991","CHC","77","83","40","520","160","1456.2","5.73","3.35","0.72",".282","68.7%","","","","4.05","","3.80","","15.1","105","99"
"1884","KCC","16","62","0","94","82","702.2","4.28","1.63","0.18",".340","38.3%","","","","4.05","","3.12","","1.2","141","123"
"1943","PHA","49","105","13","262","155","1394.0","3.25","3.46","0.47",".276","67.5%","","","","4.05","","3.60","","10.2","122","107"
"1895","PIT","71","60","6","162","133","1171.2","2.93","3.84","0.13",".299","56.1%","","","","4.05","","4.54","","12.6","87","97"
"1975","HOU","64","97","25","427","162","1458.1","5.18","4.19","0.65",".284","71.9%","","","","4.05","","3.85","","6.5","119","111"
"1981","PHI","59","48","23","291","107","960.1","5.44","3.25","0.67",".291","69.8%","","","","4.05","","3.49","","9.4","115","101"
"1935","BOS","78","75","11","292","154","1376.0","3.07","3.40","0.44",".291","67.5%","","","","4.05","","4.18","","19.9","88","91"
"2011","PIT","72","90","43","711","162","1449.1","6.40","3.32","0.94",".300","73.7%","45.6%","9.8%","93.2","4.05","","4.20","4.18","8.5","109","112"
"1993","NYM","59","103","22","459","162","1438.0","5.43","2.72","0.87",".288","69.0%","","","","4.05","","4.05","","14.1","101","100"
"2015","ARI","79","83","44","712","162","1466.2","7.46","3.07","1.12",".294","73.7%","45.7%","12.3%","93.6","4.05","","4.21","4.09","10.6","98","107"
"2016","MIA","79","82","55","720","161","1435.0","8.65","3.73","0.95",".303","74.0%","43.0%","10.9%","93.9","4.05","","3.97","4.21","15.5","103","99"
"2015","BAL","81","81","43","615","162","1434.2","7.73","3.03","1.09",".298","73.6%","45.2%","12.0%","93.2","4.05","","4.11","4.04","15.8","100","98"
"1977","OAK","63","98","26","410","161","1436.2","4.94","3.51","0.91",".280","70.3%","","","","4.05","","4.17","","11.7","104","102"
"1929","CLE","81","71","10","254","152","1352.0","2.59","3.25","0.37",".300","67.1%","","","","4.05","","4.27","","17.7","93","94"
"2004","HOU","92","70","47","655","162","1443.0","8.00","3.27","1.09",".299","74.3%","44.2%","11.9%","","4.05","","4.07","3.95","20.7","93","92"
"1890","PHQ","68","63","2","146","132","1154.1","2.81","3.86","0.26",".303","54.5%","","","","4.05","","4.00","","13.7","95","96"
"1957","CLE","76","77","23","357","153","1380.2","5.26","4.03","0.85",".279","71.0%","","","","4.05","","3.95","","11.1","108","104"
"2007","CLE","96","66","49","557","162","1462.2","6.44","2.52","0.90",".302","71.9%","45.3%","8.7%","89.8","4.05","","4.06","4.21","20.5","92","94"
"2000","ATL","95","67","53","538","162","1440.1","6.83","3.02","1.03",".288","71.9%","","","","4.06","","4.19","","22.3","88","90"
"1970","STL","76","86","20","440","162","1475.2","5.85","3.85","0.62",".293","69.7%","","","","4.06","","3.57","","20.9","99","92"
"2010","NYY","95","67","39","592","162","1442.1","7.20","3.37","1.12",".281","74.0%","43.9%","10.7%","93.2","4.06","","4.34","4.15","16.4","95","100"
"1901","MIL","48","89","4","173","139","1218.0","2.78","2.92","0.24",".306","56.4%","","","","4.06","","3.62","","9.3","113","105"
"1978","CHC","79","83","38","489","162","1455.1","4.75","3.33","0.77",".281","70.7%","","","","4.06","","3.83","","13.2","103","102"
"1961","CHW","86","76","33","423","163","1448.2","5.06","3.09","0.98",".280","71.6%","","","","4.06","","3.92","","14.4","103","98"
"1934","DET","101","53","14","282","154","1370.2","4.20","3.20","0.56",".293","68.2%","","","","4.06","","4.10","","17.9","92","93"
"2003","PHI","86","76","33","599","162","1443.2","6.61","3.34","0.89",".284","72.3%","45.3%","9.7%","","4.06","","4.12","4.32","16.6","97","97"
"1985","BOS","81","81","29","365","163","1461.1","5.62","3.33","0.80",".291","71.4%","","","","4.06","","3.77","","18.6","96","95"
"1965","NYM","50","112","14","465","164","1454.2","4.80","3.08","0.91",".276","69.7%","","","","4.06","","3.89","","4.9","115","114"
"1945","NYG","78","74","21","333","154","1374.2","3.47","3.47","0.56",".273","68.4%","","","","4.06","","3.78","","12.8","105","100"
"1956","DET","82","72","15","342","155","1379.0","5.14","4.27","0.91",".280","73.4%","","","","4.06","","4.07","","13.6","98","101"
"2005","TOR","80","82","35","594","162","1447.0","5.96","2.76","1.15",".286","74.2%","45.7%","11.7%","","4.06","","4.42","4.26","14.0","91","100"
"1995","HOU","76","68","32","538","144","1320.1","7.20","3.14","0.80",".308","70.1%","","","","4.06","","3.82","","14.9","103","96"
"1984","MIL","67","94","41","444","161","1433.0","4.93","3.01","0.86",".292","70.6%","","","","4.06","","3.97","","12.7","105","101"
"1893","STL","57","75","4","157","135","1207.0","2.24","4.04","0.28",".288","56.4%","","","","4.06","","4.63","","11.9","88","100"
"2016","HOU","84","78","44","662","162","1468.0","8.56","2.78","1.11",".306","73.4%","45.2%","12.6%","92.9","4.06","","3.85","3.87","17.6","101","92"
"1939","NYG","77","74","20","314","151","1319.0","3.45","3.25","0.59",".284","68.7%","","","","4.07","","4.20","","11.6","103","102"
"1975","MIN","76","83","22","322","159","1423.0","5.35","3.90","0.87",".276","70.5%","","","","4.07","","4.03","","11.0","105","105"
"1985","CHW","85","77","39","468","163","1451.2","6.34","3.53","1.00",".282","72.4%","","","","4.07","","3.97","","17.2","95","97"
"1938","BRO","69","80","14","306","151","1332.0","3.17","3.01","0.59",".288","67.9%","","","","4.07","","4.15","","12.9","104","101"
"1989","PHI","67","95","33","511","163","1433.1","5.64","3.85","0.80",".283","70.3%","","","","4.07","","4.01","","7.3","114","110"
"1990","BAL","76","85","43","518","161","1435.1","4.87","3.37","1.01",".276","73.3%","","","","4.07","","4.34","","7.4","106","111"
"2002","SEA","93","69","43","505","162","1445.1","6.62","2.75","1.11",".284","72.9%","40.2%","10.3%","","4.07","","4.11","4.16","18.3","97","96"
"1988","TEX","70","91","31","412","161","1438.2","5.71","4.09","0.81",".267","69.9%","","","","4.07","","4.15","","10.9","102","105"
"2015","MIN","83","79","45","682","162","1443.0","6.52","2.58","1.02",".300","72.8%","44.0%","10.4%","92.5","4.07","","4.10","4.23","16.0","99","100"
"2018","NYM","77","85","41","663","162","1460.2","8.91","2.98","1.14",".295","73.0%","42.1%","12.2%","93.9","4.07","","3.97","4.03","17.8","107","99"
"2008","NYM","89","73","43","719","162","1464.1","7.26","3.63","1.00",".289","73.6%","43.1%","10.5%","92.2","4.07","","4.32","4.26","13.0","97","101"
"1990","SFG","85","77","45","497","162","1446.1","4.90","3.44","0.82",".284","71.8%","","","","4.08","","4.09","","7.8","111","109"
"1983","CHC","71","91","42","531","162","1428.2","5.08","3.14","0.74",".296","70.1%","","","","4.08","","3.79","","16.0","105","96"
"1948","PHI","66","88","15","317","155","1362.1","3.65","3.71","0.63",".281","67.5%","","","","4.08","","4.03","","12.4","106","102"
"2016","STL","86","76","38","643","162","1448.1","8.02","2.95","0.99",".304","71.8%","49.5%","12.8%","94.1","4.08","","3.88","3.88","16.6","100","95"
"1929","SLB","79","73","10","271","154","1371.0","2.72","3.03","0.66",".279","68.3%","","","","4.08","","4.55","","14.7","92","99"
"2001","NYM","82","80","48","559","162","1445.2","7.41","2.73","1.16",".290","72.4%","","","","4.08","","4.07","","17.2","97","95"
"1986","TOR","86","76","44","453","163","1476.0","6.11","2.97","1.00",".285","71.5%","","","","4.08","","3.94","","19.3","97","95"
"1964","CHC","76","86","19","417","162","1445.0","4.59","2.63","0.90",".283","70.1%","","","","4.08","","3.79","","10.8","110","107"
"1893","PIT","81","48","2","160","131","1167.0","2.16","3.89","0.22",".285","57.2%","","","","4.08","","4.51","","11.8","89","99"
"1994","SDP","47","70","27","390","117","1045.2","7.42","3.38","0.85",".291","69.5%","","","","4.08","","3.91","","15.4","98","89"
"1886","BAL","48","83","0","146","139","1206.2","6.00","3.01","0.19",".311","47.9%","","","","4.08","","3.04","","13.7","121","95"
"1966","CIN","76","84","35","430","160","1436.0","6.54","3.07","0.96",".286","71.8%","","","","4.08","","3.60","","16.5","105","96"
"1883","BAL","28","68","0","107","96","844.2","3.09","2.02","0.13",".308","35.0%","","","","4.08","","3.43","","7.3","124","104"
"1982","KCR","90","72","45","390","162","1431.0","4.09","2.96","1.03",".267","71.4%","","","","4.08","","4.33","","7.7","100","108"
"1939","CLE","87","67","13","296","154","1364.2","4.05","3.97","0.49",".282","68.8%","","","","4.08","","4.15","","16.5","91","96"
"1923","PHA","69","83","12","284","153","1364.2","2.64","3.63","0.45",".281","65.8%","","","","4.08","","4.25","","11.4","100","104"
"1943","NYG","55","98","19","364","156","1394.2","3.79","4.04","0.52",".287","70.2%","","","","4.08","","3.70","","7.0","119","110"
"1897","CIN","76","56","2","172","134","1156.2","2.10","2.56","0.14",".312","60.8%","","","","4.09","","3.91","","16.8","91","90"
"1923","DET","83","71","12","318","155","1373.2","2.93","2.94","0.38",".289","65.7%","","","","4.09","","3.93","","13.3","104","99"
"2010","HOU","76","86","45","669","162","1439.1","7.57","3.43","0.88",".305","71.0%","44.3%","8.8%","92.2","4.09","","3.89","3.97","15.5","103","97"
"1977","CLE","71","90","30","391","161","1452.1","5.43","3.41","0.84",".282","70.0%","","","","4.09","","3.94","","18.5","101","95"
"1970","DET","79","83","39","450","162","1447.1","6.50","3.87","0.95",".289","72.6%","","","","4.09","","3.93","","15.8","107","97"
"2012","NYM","74","88","36","667","162","1434.0","7.78","3.06","1.01",".290","71.1%","42.6%","10.5%","91.3","4.09","","3.93","4.04","14.3","109","100"
"2010","FLA","80","82","39","643","162","1438.1","7.31","3.44","0.84",".301","71.3%","43.6%","8.1%","92.7","4.09","","3.92","4.11","16.1","100","100"
"2015","SDP","74","88","41","678","162","1440.1","8.70","3.22","1.07",".303","71.1%","46.9%","13.3%","93.3","4.09","","3.93","3.71","9.7","110","103"
"1901","WAS","61","72","2","158","138","1183.0","2.34","2.16","0.39",".308","58.1%","","","","4.09","","3.68","","10.6","110","103"
"1990","PHI","77","85","35","536","162","1449.0","5.22","4.04","0.77",".272","70.6%","","","","4.09","","4.17","","7.8","107","109"
"2006","HOU","82","80","42","659","162","1468.2","7.11","2.94","1.12",".286","72.8%","45.2%","11.6%","","4.09","","4.27","4.16","19.2","92","93"
"2010","CHW","88","74","43","569","162","1446.1","7.15","3.05","0.85",".305","71.5%","44.9%","8.4%","92.8","4.09","","3.80","3.94","24.0","94","87"
"1988","ATL","54","106","25","478","160","1446.0","5.04","3.26","0.67",".288","68.9%","","","","4.10","","3.80","","11.0","113","104"
"1995","STL","62","81","38","520","143","1265.2","5.99","3.16","0.96",".292","70.4%","","","","4.10","","4.31","","9.3","100","104"
"2004","FLA","83","79","53","566","162","1439.0","6.98","3.21","1.04",".288","72.9%","43.7%","10.7%","","4.10","","4.17","4.21","16.6","99","97"
"2021","SDP","79","83","43","786","162","1430.0","9.55","3.25","1.29",".287","73.6%","42.8%","14.3%","94.4","4.10","","4.18","4.08","12.8","102","100"
"2003","ATL","101","61","51","651","162","1456.1","6.13","3.43","0.91",".283","70.6%","47.6%","11.0%","","4.10","","4.21","4.24","15.2","95","98"
"2016","MIL","73","89","46","675","162","1434.1","7.37","3.34","1.12",".300","73.1%","46.0%","12.4%","93.3","4.10","","4.37","4.42","11.1","97","104"
"1992","TEX","77","85","42","521","162","1460.1","6.37","3.69","0.70",".300","69.6%","","","","4.10","","3.70","","18.3","105","95"
"1978","ATL","69","93","32","455","162","1440.1","5.30","3.90","0.82",".276","70.0%","","","","4.10","","3.99","","12.0","104","104"
"2011","CHW","79","83","42","572","162","1460.0","7.52","2.71","0.91",".303","71.3%","44.2%","9.4%","92.6","4.10","","3.66","3.69","23.2","97","86"
"2004","NYM","71","91","31","636","162","1449.0","6.07","3.68","0.97",".284","72.7%","45.7%","9.9%","","4.10","","4.43","4.57","12.3","97","102"
"1953","BRO","105","49","29","367","155","1380.2","5.33","3.32","1.10",".268","72.2%","","","","4.10","","4.14","","15.0","95","97"
"1993","STL","87","75","54","584","162","1453.0","4.80","2.37","0.94",".289","69.9%","","","","4.10","","4.16","","10.9","103","104"
"2019","CHC","84","78","38","738","162","1442.0","9.01","3.33","1.22",".300","74.1%","45.9%","15.0%","92.4","4.10","","4.25","4.29","16.9","93","96"
"1947","CHC","69","85","15","371","155","1367.0","3.76","4.07","0.70",".285","70.4%","","","","4.10","","4.07","","9.0","105","106"
"2012","MIA","69","93","38","645","162","1440.2","6.95","3.09","0.83",".300","70.3%","45.0%","9.2%","92.2","4.10","","3.89","4.17","13.5","106","103"
"2000","LAD","86","76","36","533","162","1445.0","7.19","3.74","1.10",".283","73.3%","","","","4.10","","4.52","","16.5","95","96"
"2008","CHW","89","74","34","626","163","1457.2","7.08","2.84","0.96",".298","71.0%","45.5%","10.0%","92.2","4.11","","4.00","4.01","24.1","91","88"
"1995","MON","66","78","42","540","144","1283.2","6.66","2.92","0.90",".294","71.0%","","","","4.11","","4.03","","14.6","97","96"
"1986","NYY","90","72","58","451","162","1443.1","5.47","3.07","1.09",".279","71.5%","","","","4.11","","4.20","","13.0","101","102"
"2007","ATL","84","78","36","690","162","1456.1","6.83","3.32","1.06",".288","72.4%","45.3%","10.8%","91.3","4.11","","4.45","4.29","13.1","94","100"
"1871","CLE","10","19","0","35","29","254.0","1.20","1.88","0.46",".328","15.2%","","","","4.11","","4.60","","1.5","98","110"
"1934","BSN","78","73","20","290","152","1359.2","3.06","2.68","0.52",".289","66.9%","","","","4.11","","4.12","","8.1","108","108"
"1990","MIL","74","88","42","502","162","1445.0","4.80","2.92","0.75",".294","68.8%","","","","4.11","","3.88","","13.6","107","100"
"1986","TEX","87","75","41","490","162","1450.1","6.57","4.57","0.90",".280","72.0%","","","","4.11","","4.22","","12.7","96","101"
"1992","CLE","76","86","46","541","162","1470.0","5.45","3.47","0.97",".288","72.2%","","","","4.11","","4.20","","9.7","105","107"
"1964","MIL","88","74","39","430","162","1434.2","5.68","2.84","1.00",".276","68.8%","","","","4.12","","3.79","","5.3","118","113"
"1887","PIT","55","69","0","127","125","1108.2","2.01","2.00","0.32",".302","54.0%","","","","4.12","","3.95","","9.0","108","102"
"1932","CLE","87","65","8","245","153","1377.1","2.87","2.91","0.46",".283","65.4%","","","","4.12","","4.04","","22.0","88","89"
"1958","STL","72","82","25","394","154","1381.2","5.35","3.69","1.03",".280","73.0%","","","","4.12","","4.09","","13.0","101","101"
"1952","SLB","64","90","18","336","155","1399.0","3.74","3.85","0.71",".269","69.1%","","","","4.12","","3.96","","12.8","106","102"
"1901","CLE","54","82","4","157","138","1182.1","2.54","3.53","0.17",".309","57.2%","","","","4.12","","3.78","","6.8","115","110"
"2016","CHW","78","84","43","643","162","1446.2","7.90","3.24","1.15",".298","74.0%","43.1%","12.0%","93.1","4.12","","4.27","4.38","17.1","99","100"
"1982","CLE","78","84","30","383","162","1468.1","5.41","3.61","0.75",".279","69.2%","","","","4.12","","3.84","","20.4","99","92"
"2017","HOU","101","61","45","681","162","1446.0","9.91","3.25","1.20",".300","73.7%","47.3%","14.9%","93.5","4.12","","3.91","3.77","19.0","97","90"
"1942","PHI","42","109","6","335","151","1341.0","3.17","4.06","0.41",".271","67.0%","","","","4.12","","3.72","","7.2","126","110"
"1983","TOR","89","73","32","419","162","1445.1","5.20","3.22","0.90",".278","70.8%","","","","4.12","","4.06","","14.1","97","100"
"1971","MON","71","90","25","377","162","1434.1","5.20","4.13","0.83",".280","71.7%","","","","4.12","","3.94","","5.7","116","114"
"1963","NYM","51","111","12","395","162","1427.2","5.08","3.33","1.02",".277","69.6%","","","","4.12","","4.04","","3.1","121","119"
"2002","MIN","94","67","47","596","161","1444.2","6.39","2.73","1.15",".286","73.0%","38.2%","10.0%","","4.12","","4.20","4.31","16.2","91","99"
"1950","DET","95","59","20","310","157","1407.1","3.68","3.54","0.90",".273","71.8%","","","","4.12","","4.31","","16.6","90","96"
"2018","SEA","89","73","60","699","162","1448.2","8.25","2.49","1.21",".295","72.5%","42.5%","12.7%","93.6","4.13","","4.05","4.06","16.5","100","97"
"1912","NYH","50","102","3","213","153","1335.0","4.29","2.94","0.19",".312","57.7%","","","","4.13","","3.15","","16.3","118","96"
"1937","BRO","62","91","8","315","155","1362.2","3.91","3.14","0.45",".292","63.8%","","","","4.13","","3.91","","15.2","104","97"
